,loss,accuracy,val_loss,val_accuracy
0,1.5407025814056396,0.43121111392974854,1.3736401796340942,0.5065222382545471
1,1.2527636289596558,0.544355571269989,1.2488038539886475,0.5540555715560913
2,1.1327142715454102,0.5909888744354248,1.2486598491668701,0.5549111366271973
3,1.0497798919677734,0.6233555674552917,1.139993667602539,0.5944444537162781
4,0.9796353578567505,0.6476333141326904,1.1546494960784912,0.5989999771118164
5,0.913758397102356,0.6693111062049866,1.1788259744644165,0.592044472694397
6,0.8531628251075745,0.6913222074508667,1.2535184621810913,0.581333339214325
7,0.7945966720581055,0.7149888873100281,1.2344359159469604,0.5825666785240173
8,0.7402719855308533,0.7325999736785889,1.2990834712982178,0.5853666663169861
9,0.6817111968994141,0.7534111142158508,1.3703423738479614,0.587933361530304
10,0.6310681700706482,0.7717221975326538,1.4702836275100708,0.5930111408233643
11,0.5892367362976074,0.7869555354118347,1.5179163217544556,0.5901222229003906
12,0.5370886921882629,0.8065111041069031,1.5882083177566528,0.5792999863624573
13,0.5023451447486877,0.8198555707931519,1.7451746463775635,0.5785666704177856
14,0.4716341197490692,0.8305888772010803,1.7703856229782104,0.5772110819816589
15,0.4382120966911316,0.8430444598197937,1.9274539947509766,0.5736888647079468
16,0.42158570885658264,0.8480444550514221,1.9892064332962036,0.5718555450439453
17,0.3899420201778412,0.8622000217437744,2.128084182739258,0.573366641998291
18,0.37738528847694397,0.8673555850982666,2.141927719116211,0.5685111284255981
19,0.357944130897522,0.8752889037132263,2.479357957839966,0.5702221989631653
20,0.34572863578796387,0.8789888620376587,2.508894205093384,0.572866678237915
21,0.33857017755508423,0.8826555609703064,2.5751559734344482,0.5625333189964294
22,0.32219812273979187,0.8900889158248901,2.7055816650390625,0.5703333616256714
23,0.3250955641269684,0.8901110887527466,2.6832151412963867,0.571744441986084
24,0.30471619963645935,0.8968555331230164,2.779026985168457,0.5711444616317749
25,0.3041841685771942,0.8987333178520203,2.963167667388916,0.5691999793052673
26,0.29461604356765747,0.9018222093582153,3.049771547317505,0.5639444589614868
27,0.2996700406074524,0.9027888774871826,2.994957208633423,0.5631222128868103
28,0.27845415472984314,0.9078666567802429,3.1904520988464355,0.5655555725097656
29,0.28001293540000916,0.9085888862609863,3.2211761474609375,0.572088897228241
30,0.2708791494369507,0.9129889011383057,3.6222264766693115,0.5549888610839844
31,0.26787489652633667,0.9148111343383789,3.43546724319458,0.564811110496521
32,0.2679695188999176,0.9154999852180481,3.50146222114563,0.5656889081001282
33,0.26190149784088135,0.9179333448410034,3.64713716506958,0.5670444369316101
34,0.26166948676109314,0.9179777503013611,3.600055456161499,0.5631333589553833
35,0.2564487159252167,0.9200000166893005,3.6388604640960693,0.5643666386604309
36,0.2645885646343231,0.9190555810928345,3.6631100177764893,0.5649111270904541
37,0.248416468501091,0.9231444597244263,3.837928056716919,0.5587000250816345
38,0.2502979040145874,0.9240111112594604,3.8554153442382812,0.5574333071708679
39,0.2499125897884369,0.9242888689041138,3.808166027069092,0.5582888722419739
40,0.24987779557704926,0.9243555665016174,3.9261624813079834,0.5608222484588623
41,0.25134703516960144,0.9258777499198914,3.6322405338287354,0.5538777709007263
42,0.24240648746490479,0.9273555278778076,4.309666156768799,0.5621777772903442
43,0.24330376088619232,0.9283444285392761,4.147942543029785,0.5629555583000183
44,0.2452993094921112,0.9282000064849854,4.315061569213867,0.5682666897773743
45,0.2409168779850006,0.9301333427429199,4.34041690826416,0.5619999766349792
46,0.24724358320236206,0.9293777942657471,4.185057163238525,0.5566555261611938
47,0.23859138786792755,0.9318666458129883,4.487357139587402,0.5626333355903625
48,0.24714596569538116,0.9309777617454529,4.332625865936279,0.5625222325325012
49,0.24487051367759705,0.9301666617393494,4.945716381072998,0.5577777624130249
50,0.24054837226867676,0.9324444532394409,4.385519981384277,0.5623777508735657
51,0.23462150990962982,0.9339555501937866,4.6455183029174805,0.561044454574585
52,0.24766702950000763,0.9301888942718506,4.548877239227295,0.5545111298561096
53,0.23405466973781586,0.9347666501998901,4.678853988647461,0.5577555298805237
54,0.23759056627750397,0.9347555637359619,4.990379810333252,0.563188910484314
55,0.23130559921264648,0.9371444582939148,4.943663120269775,0.5532777905464172
56,0.24046935141086578,0.9353333115577698,5.21147346496582,0.5533333420753479
57,0.23959510028362274,0.9357888698577881,4.96174430847168,0.5588889122009277
58,0.23772317171096802,0.9359111189842224,4.897984504699707,0.5519111156463623
59,0.2384527623653412,0.9375444650650024,5.555179595947266,0.5508999824523926
60,0.24121879041194916,0.9370889067649841,5.483740329742432,0.5545222163200378
61,0.23901629447937012,0.9374444484710693,5.483523845672607,0.5558555722236633
62,0.24115759134292603,0.937322199344635,5.606123447418213,0.5590000152587891
63,0.23933862149715424,0.9386777877807617,5.417344093322754,0.5615555644035339
64,0.23979546129703522,0.9388444423675537,5.432241916656494,0.5547444224357605
65,0.24129535257816315,0.9387111067771912,5.582008361816406,0.5573777556419373
66,0.23730243742465973,0.9395222067832947,5.8693952560424805,0.5651000142097473
67,0.23610831797122955,0.9397110939025879,5.555881023406982,0.5576666593551636
68,0.23972392082214355,0.9399999976158142,5.631863117218018,0.5569111108779907
69,0.23428693413734436,0.9416333436965942,6.027142524719238,0.5553444623947144
70,0.2351837009191513,0.9417111277580261,6.14205265045166,0.5576555728912354
71,0.2364664226770401,0.9423666596412659,6.032679080963135,0.5587444305419922
72,0.242091104388237,0.9412888884544373,5.850422382354736,0.5532777905464172
73,0.24198511242866516,0.941266655921936,6.051766872406006,0.5580000281333923
74,0.23131555318832397,0.9431555271148682,6.566622734069824,0.5572444200515747
75,0.2473096400499344,0.9421111345291138,6.367095947265625,0.55967777967453
76,0.2414984405040741,0.9428333044052124,6.406489372253418,0.5554444193840027
77,0.24035346508026123,0.9433666467666626,6.278839111328125,0.5548555850982666
78,0.24710936844348907,0.9413222074508667,6.626955509185791,0.5573222041130066
79,0.24588404595851898,0.9431333541870117,6.554847240447998,0.559344470500946
80,0.2459135204553604,0.9441666603088379,6.76279878616333,0.5534999966621399
81,0.23622097074985504,0.9449999928474426,6.255253314971924,0.5551444292068481
82,0.2386791706085205,0.9456222057342529,7.288020133972168,0.5486778020858765
83,0.24299748241901398,0.9442999958992004,7.379874229431152,0.5563111305236816
84,0.24954381585121155,0.9441444277763367,7.272302150726318,0.5609889030456543
85,0.252332478761673,0.9439888596534729,7.39280891418457,0.5590999722480774
86,0.25141823291778564,0.9454666376113892,7.104150772094727,0.5543555617332458
87,0.24827231466770172,0.9451444149017334,7.334715366363525,0.5591111183166504
88,0.24582280218601227,0.9471333622932434,7.164761066436768,0.5535444617271423
89,0.2538982331752777,0.945111095905304,7.634552955627441,0.5622222423553467
90,0.24864143133163452,0.9452111124992371,7.608845233917236,0.5578888654708862
91,0.2507459223270416,0.9461110830307007,7.650555610656738,0.5534555315971375
92,0.2561747431755066,0.9465444684028625,7.8138041496276855,0.5603444576263428
93,0.24944067001342773,0.9462555646896362,7.9358229637146,0.5577666759490967
94,0.2536291182041168,0.9470444321632385,7.432504177093506,0.5507444739341736
95,0.2517722547054291,0.9459778070449829,7.94598388671875,0.5557666420936584
96,0.24804513156414032,0.9468333125114441,7.806459903717041,0.5523555278778076
97,0.2570789158344269,0.9466888904571533,8.044758796691895,0.5582000017166138
98,0.24716675281524658,0.9482555389404297,8.109023094177246,0.5554222464561462
99,0.2576931416988373,0.9473111033439636,7.834417819976807,0.5550222396850586
